region,year,wgs84,rd
zorgkantoorregio,2011,https://cartomap.github.io/nl/wgs84/zorgkantoorregio_2011.geojson,https://cartomap.github.io/nl/rd/zorgkantoorregio_2011.geojson
zorgkantoorregio,2012,https://cartomap.github.io/nl/wgs84/zorgkantoorregio_2012.geojson,https://cartomap.github.io/nl/rd/zorgkantoorregio_2012.geojson
zorgkantoorregio,2013,https://cartomap.github.io/nl/wgs84/zorgkantoorregio_2013.geojson,https://cartomap.github.io/nl/rd/zorgkantoorregio_2013.geojson
zorgkantoorregio,2014,https://cartomap.github.io/nl/wgs84/zorgkantoorregio_2014.geojson,https://cartomap.github.io/nl/rd/zorgkantoorregio_2014.geojson
zorgkantoorregio,2015,https://cartomap.github.io/nl/wgs84/zorgkantoorregio_2015.geojson,https://cartomap.github.io/nl/rd/zorgkantoorregio_2015.geojson
zorgkantoorregio,2016,https://cartomap.github.io/nl/wgs84/zorgkantoorregio_2016.geojson,https://cartomap.github.io/nl/rd/zorgkantoorregio_2016.geojson
zorgkantoorregio,2017,https://cartomap.github.io/nl/wgs84/zorgkantoorregio_2017.geojson,https://cartomap.github.io/nl/rd/zorgkantoorregio_2017.geojson
zorgkantoorregio,2018,https://cartomap.github.io/nl/wgs84/zorgkantoorregio_2018.geojson,https://cartomap.github.io/nl/rd/zorgkantoorregio_2018.geojson
zorgkantoorregio,2019,https://cartomap.github.io/nl/wgs84/zorgkantoorregio_2019.geojson,https://cartomap.github.io/nl/rd/zorgkantoorregio_2019.geojson
zorgkantoorregio,2020,https://cartomap.github.io/nl/wgs84/zorgkantoorregio_2020.geojson,https://cartomap.github.io/nl/rd/zorgkantoorregio_2020.geojson
zorgkantoorregio,2021,https://cartomap.github.io/nl/wgs84/zorgkantoorregio_2021.geojson,https://cartomap.github.io/nl/rd/zorgkantoorregio_2021.geojson
zorgkantoorregio,2022,https://cartomap.github.io/nl/wgs84/zorgkantoorregio_2022.geojson,https://cartomap.github.io/nl/rd/zorgkantoorregio_2022.geojson
zorgkantoorregio,2023,https://cartomap.github.io/nl/wgs84/zorgkantoorregio_2023.geojson,https://cartomap.github.io/nl/rd/zorgkantoorregio_2023.geojson
